193.35.18.31 - - [01/Oct/2023:07:21:29 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 404 494 "http://172.105.179.156:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
93.117.16.228 - - [01/Oct/2023:07:25:11 +0000] "GET / HTTP/1.1" 200 10926 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
143.110.222.166 - - [01/Oct/2023:07:35:33 +0000] "GET / HTTP/1.1" 200 3404 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
45.79.128.205 - - [01/Oct/2023:07:50:52 +0000] "\x16\x03\x01" 400 477 "-" "-"
67.21.36.5 - - [01/Oct/2023:07:52:34 +0000] "\x05" 414 508 "-" "-"
205.210.31.17 - - [01/Oct/2023:08:08:33 +0000] "GET / HTTP/1.1" 200 10926 "-" "-"
185.180.143.79 - - [01/Oct/2023:08:09:50 +0000] "GET / HTTP/1.1" 200 3404 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
185.180.143.79 - - [01/Oct/2023:08:09:51 +0000] "GET /showLogin.cc HTTP/1.1" 404 438 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
162.243.132.32 - - [01/Oct/2023:08:31:04 +0000] "GET / HTTP/1.1" 404 438 "-" "Mozilla/5.0 zgrab/0.x"
143.110.222.166 - - [01/Oct/2023:08:35:08 +0000] "GET / HTTP/1.1" 404 438 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
101.189.105.250 - - [01/Oct/2023:08:36:33 +0000] "GET / HTTP/1.1" 500 805 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
101.189.105.250 - - [01/Oct/2023:08:36:34 +0000] "GET /favicon.ico HTTP/1.1" 500 805 "http://172.105.179.156/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
101.189.105.250 - - [01/Oct/2023:08:36:58 +0000] "GET / HTTP/1.1" 500 805 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
101.189.105.250 - - [01/Oct/2023:08:36:58 +0000] "GET /favicon.ico HTTP/1.1" 500 805 "http://172.105.179.156/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
101.189.105.250 - - [01/Oct/2023:08:37:15 +0000] "GET / HTTP/1.1" 500 805 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
101.189.105.250 - - [01/Oct/2023:08:37:16 +0000] "GET /favicon.ico HTTP/1.1" 500 805 "http://172.105.179.156/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
